feature_file,task,pc1,pc2
000615_0002.npy,0,-8.222226,26.224985
000667_0001.npy,1,-16.623953,-11.124456
001644_0000.npy,1,-22.128567,-1.5747097
001689_0002.npy,0,-12.134031,0.32180846
001929_0000.npy,1,-14.075812,1.512924
003535_0001.npy,1,-13.026449,14.175766
003624_0002.npy,1,-17.312578,-6.2215514
003776_0001.npy,0,-9.926495,-0.7682096
006394_0002.npy,1,-21.541435,-5.804002
006463_0001.npy,1,-19.145445,7.6162095
007377_0000.npy,0,-1.202834,1.1778044
007528_0002.npy,1,-6.130078,4.824848
009559_0000.npy,1,-22.334179,-1.7185117
010383_0000.npy,1,-19.224949,0.00030388555
010387_0002.npy,1,-4.397992,9.754095
010443_0000.npy,0,-18.651363,-5.6340456
010809_0001.npy,1,-16.819529,-7.444492
011672_0000.npy,1,3.5123138,3.8413174
011793_0002.npy,1,-12.761953,-3.6088877
011861_0001.npy,0,-10.8325405,-15.22318
012352_0000.npy,1,-11.860402,12.041112
012355_0001.npy,0,-8.749344,18.755404
012737_0002.npy,0,-17.344196,-11.145391
013197_0001.npy,0,-19.66458,19.370955
013666_0000.npy,0,-22.94163,-5.737489
013928_0000.npy,1,-13.01431,0.5858969
014579_0002.npy,1,-13.1513815,20.693607
017633_0001.npy,1,-16.515224,-1.4851323
018112_0000.npy,1,-20.378855,-16.188147
018350_0001.npy,0,-14.034938,5.5088816
020424_0000.npy,1,2.729693,-6.082871
022094_0002.npy,1,-8.334519,-0.17472012
022097_0000.npy,1,-12.951184,11.141071
022474_0002.npy,1,-6.4866085,16.338472
022480_0001.npy,0,-7.508969,-4.5846896
024371_0000.npy,1,-15.129941,-0.139042
025608_0000.npy,0,-5.4743176,-6.438882
026007_0000.npy,1,-2.0111513,-0.12955463
026600_0000.npy,0,7.268776,13.388348
029040_0000.npy,0,-5.121272,-2.112895
029744_0000.npy,0,-13.733006,-0.07955154
030095_0001.npy,1,-10.794833,-7.75286
030740_0000.npy,0,-10.689603,5.385299
031042_0002.npy,0,-4.9169497,8.318569
031356_0000.npy,0,-15.8758,7.8100915
032438_0001.npy,1,-20.666903,-6.0648828
033064_0001.npy,1,-20.149693,-16.438677
033064_0002.npy,1,-17.244732,-15.072827
033069_0001.npy,1,-14.701462,-4.5791435
036099_0001.npy,0,-8.061431,-4.5555367
036302_0001.npy,1,-7.566435,-1.2711469
036616_0001.npy,1,-11.932699,7.5010605
038352_0000.npy,1,-14.900376,1.3481166
038361_0000.npy,0,-7.1529555,6.478126
038781_0001.npy,1,-24.047295,-1.529916
040147_0000.npy,1,-0.6702698,4.1517406
040244_0001.npy,0,-19.697702,-5.5111613
042138_0001.npy,1,-0.9997495,1.9263763
043521_0001.npy,1,-18.507221,-0.5536525
043596_0000.npy,0,-18.233753,-5.930297
044798_0000.npy,1,-19.464865,-8.69525
044798_0001.npy,1,-18.534477,-9.31167
044809_0000.npy,0,-11.222963,10.252689
044809_0002.npy,1,-13.996062,8.947234
045055_0000.npy,1,-22.105413,-2.735616
045149_0000.npy,1,-14.986936,0.7025095
045335_0001.npy,0,-17.926064,-10.369216
045474_0001.npy,1,-18.011469,7.9119134
048865_0002.npy,0,-14.974642,-13.120404
049030_0002.npy,0,-12.630449,13.738977
050323_0001.npy,1,3.3795455,17.917477
050753_0001.npy,0,-17.792913,-23.789665
051292_0001.npy,1,-10.388659,-1.5294538
052634_0001.npy,1,-21.86724,-1.3332887
052639_0001.npy,0,-3.9502602,5.4792266
052861_0001.npy,1,-8.563047,-0.18271628
054019_0001.npy,0,-11.4815235,-9.500559
054365_0000.npy,1,-11.758689,-10.600716
054470_0002.npy,0,-17.007313,0.06556572
054580_0001.npy,1,-14.393909,-0.86487913
054719_0001.npy,1,-13.038487,-13.329008
054753_0001.npy,1,-15.77262,-2.4829316
056650_0001.npy,1,-19.996475,0.031879038
057662_0001.npy,1,-16.87232,-1.0412585
059451_0000.npy,0,-18.301882,-10.23242
059671_0001.npy,0,-7.121228,1.249344
060145_0000.npy,1,-14.34336,0.34215963
061007_0001.npy,1,-0.799114,21.566473
062183_0002.npy,1,-7.8314123,-7.9770455
064248_0001.npy,1,-9.660354,0.92733157
064515_0001.npy,1,-10.99155,-12.113199
065752_0001.npy,1,-8.161193,-14.667712
066076_0002.npy,1,-22.768496,-1.8435731
066757_0001.npy,1,-21.385878,15.066089
067237_0001.npy,1,-20.608143,-6.018645
067766_0001.npy,0,-12.326885,10.416441
068854_0001.npy,0,-19.03907,5.1435933
069196_0001.npy,1,1.2676203,1.9300821
069207_0000.npy,1,-17.328602,10.076038
