feature_file,task,pc1,pc2
000615_0002.npy,0,-10.017024,-15.673842
000667_0001.npy,1,-14.415438,10.281315
001644_0000.npy,1,-17.39532,4.7096744
001689_0002.npy,0,-11.920123,-2.9717112
001929_0000.npy,1,-13.886161,3.5996125
003535_0001.npy,1,-12.739872,-11.414985
003624_0002.npy,1,-13.68625,7.124463
003776_0001.npy,0,-9.515959,1.7627133
006394_0002.npy,1,-16.48582,6.6328683
006463_0001.npy,1,-17.700499,-6.6224365
007377_0000.npy,0,-1.4796498,-0.15215997
007528_0002.npy,1,-5.006641,-0.9337652
009559_0000.npy,1,-17.922476,3.1980002
010383_0000.npy,1,-17.917887,-0.026881542
010387_0002.npy,1,-7.7474604,-7.647775
010443_0000.npy,0,-15.965679,5.026069
010809_0001.npy,1,-13.464853,5.3365536
011672_0000.npy,1,4.098705,0.1479193
011793_0002.npy,1,-9.507325,5.4487033
011861_0001.npy,0,-9.632907,12.337423
012352_0000.npy,1,-9.028415,-6.540395
012355_0001.npy,0,-9.258718,-14.12174
012737_0002.npy,0,-14.22798,9.93118
013197_0001.npy,0,-16.854696,-12.516888
013666_0000.npy,0,-19.27434,8.232433
013928_0000.npy,1,-12.0183325,-1.799485
014579_0002.npy,1,-14.119341,-17.617048
017633_0001.npy,1,-13.92536,-2.1269717
018112_0000.npy,1,-15.911284,14.29636
018350_0001.npy,0,-11.095124,-8.146581
020424_0000.npy,1,0.7791355,6.3664856
022094_0002.npy,1,-6.712859,0.4430321
022097_0000.npy,1,-11.734946,-8.270631
022474_0002.npy,1,-7.447635,-14.453439
022480_0001.npy,0,-8.110325,1.8398843
024371_0000.npy,1,-13.137028,1.0908989
025608_0000.npy,0,-4.891122,6.887971
026007_0000.npy,1,-2.5271971,-0.009262768
026600_0000.npy,0,2.9584002,-13.7515545
029040_0000.npy,0,-5.074314,0.04497254
029744_0000.npy,0,-9.997516,2.7053845
030095_0001.npy,1,-10.493267,1.996106
030740_0000.npy,0,-9.847798,-4.520963
031042_0002.npy,0,-8.986889,-13.457334
031356_0000.npy,0,-14.528899,-2.3878624
032438_0001.npy,1,-16.317123,5.7693872
033064_0001.npy,1,-14.435201,14.411858
033064_0002.npy,1,-13.021167,13.020117
033069_0001.npy,1,-12.823241,3.808345
036099_0001.npy,0,-7.6278934,3.8025126
036302_0001.npy,1,-6.66557,3.0749087
036616_0001.npy,1,-10.911168,-11.926774
038352_0000.npy,1,-11.054555,0.8292264
038361_0000.npy,0,-9.051212,-2.3212843
038781_0001.npy,1,-19.965397,-0.35095713
040147_0000.npy,1,-3.7685022,-3.2034218
040244_0001.npy,0,-14.927551,4.8019805
042138_0001.npy,1,0.6660021,-0.31679866
043521_0001.npy,1,-15.848098,0.5783277
043596_0000.npy,0,-16.242811,2.1809683
044798_0000.npy,1,-16.266481,4.926244
044798_0001.npy,1,-14.577812,6.7216926
044809_0000.npy,0,-9.380649,-11.89313
044809_0002.npy,1,-13.15063,-7.310888
045055_0000.npy,1,-18.677122,1.601863
045149_0000.npy,1,-13.577497,-0.89037025
045335_0001.npy,0,-14.716349,7.506726
045474_0001.npy,1,-16.01636,-3.4722605
048865_0002.npy,0,-11.095611,11.946274
049030_0002.npy,0,-10.274262,-11.702274
050323_0001.npy,1,2.4016156,-14.253517
050753_0001.npy,0,-14.432962,21.655718
051292_0001.npy,1,-8.629944,1.8427423
052634_0001.npy,1,-16.54533,1.4179113
052639_0001.npy,0,-5.8998737,-2.3893049
052861_0001.npy,1,-8.988787,1.9278668
054019_0001.npy,0,-9.152288,6.7250395
054365_0000.npy,1,-10.47827,7.3998723
054470_0002.npy,0,-13.137577,-2.3778315
054580_0001.npy,1,-11.590768,0.65281904
054719_0001.npy,1,-11.754027,11.133208
054753_0001.npy,1,-12.170391,2.5012836
056650_0001.npy,1,-15.525519,0.014650899
057662_0001.npy,1,-13.121207,3.2752419
059451_0000.npy,0,-14.866184,11.126151
059671_0001.npy,0,-7.3330646,-2.074727
060145_0000.npy,1,-12.487444,3.0169225
061007_0001.npy,1,-2.9248219,-14.907904
062183_0002.npy,1,-6.2714515,5.755955
064248_0001.npy,1,-7.420729,1.1200709
064515_0001.npy,1,-8.823747,8.709861
065752_0001.npy,1,-4.985432,10.597796
066076_0002.npy,1,-16.479277,2.6363273
066757_0001.npy,1,-17.387531,-10.78757
067237_0001.npy,1,-18.702856,5.3992243
067766_0001.npy,0,-12.307649,-10.978912
068854_0001.npy,0,-19.179358,-9.277477
069196_0001.npy,1,-1.9433466,2.4428573
069207_0000.npy,1,-14.373409,-6.200896
069746_0000.npy,1,-1.0072677,8.77858
069746_0001.npy,1,-1.7374307,7.4732113
069788_0001.npy,0,-6.4143634,-8.497001
069798_0001.npy,0,-12.9031925,-1.8669844
069822_0000.npy,0,-14.303219,-1.4831867
070657_0000.npy,0,-13.516653,7.302158
071247_0002.npy,1,-11.008021,7.7177753
071506_0000.npy,0,-15.609916,0.63432604
071515_0001.npy,1,-1.2028538,8.0260105
071694_0001.npy,1,-7.097399,-1.2390971
072570_0001.npy,1,-13.25354,-12.436379
073368_0000.npy,1,-17.52507,3.004252
073465_0001.npy,1,-15.840275,1.3888116
073465_0002.npy,1,-16.613562,2.4043944
080519_0000.npy,1,-17.880812,7.4472303
081938_0000.npy,1,-13.234911,-11.111446
082507_0002.npy,1,-14.574586,-2.7972424
083960_0001.npy,1,-10.326,23.123589
085311_0002.npy,0,-16.131964,2.265132
085492_0001.npy,1,-12.625649,-1.3260264
085600_0001.npy,0,-11.092107,-7.4140396
085787_0000.npy,0,-15.490675,1.5653346
085963_0001.npy,1,-6.900065,-8.35159
086576_0001.npy,0,-8.580456,-1.4043967
086678_0001.npy,1,-9.941107,5.149871
087194_0000.npy,0,-14.197221,-1.9704598
088873_0001.npy,1,-13.512534,-12.701253
089179_0001.npy,1,-16.88206,7.1891274
089376_0000.npy,1,-13.018731,-5.080259
091178_0001.npy,0,-13.108485,-5.7968297
091958_0002.npy,1,-11.050563,-8.594634
092292_0000.npy,0,-9.066916,-5.873069
092889_0000.npy,0,-9.239873,-5.1316037
093076_0001.npy,1,0.39155293,-3.7119615
094419_0002.npy,0,-14.499797,8.1096
