feature_file,task,pc1,pc2
000615_0002.npy,0,-8.256751,10.259064
000667_0001.npy,1,-14.405025,-9.346374
001644_0000.npy,1,-14.21917,-2.3042667
001689_0002.npy,0,-13.167394,3.3986907
001929_0000.npy,1,-10.963769,-1.2202559
003535_0001.npy,1,-10.8357935,7.7153172
003624_0002.npy,1,-13.506871,-7.3922095
003776_0001.npy,0,-10.2148485,-0.8015584
006394_0002.npy,1,-13.611928,-3.2430396
006463_0001.npy,1,-15.038747,2.9202006
007377_0000.npy,0,-4.562935,1.2360191
007528_0002.npy,1,-7.888453,-0.00360268
009559_0000.npy,1,-15.515177,-1.3812608
010383_0000.npy,1,-15.119257,1.3099762
010387_0002.npy,1,-8.223472,7.1377544
010443_0000.npy,0,-12.626863,-2.3721619
010809_0001.npy,1,-12.244312,-3.9909127
011672_0000.npy,1,2.8802292,-0.3570912
011793_0002.npy,1,-8.987038,-4.7354774
011861_0001.npy,0,-10.099302,-8.909899
012352_0000.npy,1,-9.003771,4.583857
012355_0001.npy,0,-8.3211355,11.269272
012737_0002.npy,0,-12.569681,-7.189697
013197_0001.npy,0,-12.749921,8.331585
013666_0000.npy,0,-14.1107235,-6.6173215
013928_0000.npy,1,-9.921339,5.5892076
014579_0002.npy,1,-13.236734,12.964083
017633_0001.npy,1,-13.13218,4.2379365
018112_0000.npy,1,-13.63205,-10.217043
018350_0001.npy,0,-7.637332,7.7416577
020424_0000.npy,1,-0.788975,-5.124656
022094_0002.npy,1,-6.9444857,-0.10779899
022097_0000.npy,1,-10.909027,6.3313193
022474_0002.npy,1,-7.9524636,14.438044
022480_0001.npy,0,-8.284274,-1.9454694
024371_0000.npy,1,-11.455347,-2.3400605
025608_0000.npy,0,-8.87576,-8.315827
026007_0000.npy,1,-2.1268744,-0.9275696
026600_0000.npy,0,-0.53917366,16.378677
029040_0000.npy,0,-6.7984786,0.2619207
029744_0000.npy,0,-11.264947,-2.779537
030095_0001.npy,1,-10.824983,0.10585663
030740_0000.npy,0,-8.591401,4.95814
031042_0002.npy,0,-5.952603,13.271434
031356_0000.npy,0,-11.6963005,3.2190635
032438_0001.npy,1,-12.527589,-2.6319325
033064_0001.npy,1,-14.389638,-12.001755
033064_0002.npy,1,-13.354896,-11.492057
033069_0001.npy,1,-12.6836605,-2.5429318
036099_0001.npy,0,-8.120636,-4.4253163
036302_0001.npy,1,-4.8574953,-3.3348396
036616_0001.npy,1,-9.274366,11.081133
038352_0000.npy,1,-10.490709,0.7202798
038361_0000.npy,0,-8.653459,0.56520283
038781_0001.npy,1,-15.100976,6.1420026
040147_0000.npy,1,-5.4824243,3.4288282
040244_0001.npy,0,-13.289746,-5.5791316
042138_0001.npy,1,-1.1845777,-0.6286929
043521_0001.npy,1,-13.747153,2.2234795
043596_0000.npy,0,-12.609962,1.8458111
044798_0000.npy,1,-15.128705,-4.665078
044798_0001.npy,1,-14.087982,-5.1569934
044809_0000.npy,0,-8.295346,10.729335
044809_0002.npy,1,-11.264403,5.216568
045055_0000.npy,1,-14.3903055,-1.2220176
045149_0000.npy,1,-11.352616,-0.36569634
045335_0001.npy,0,-13.77964,-7.983252
045474_0001.npy,1,-11.897071,1.1690749
048865_0002.npy,0,-9.169883,-9.4494505
049030_0002.npy,0,-7.660918,10.662899
050323_0001.npy,1,0.12451511,11.248946
050753_0001.npy,0,-12.183928,-16.130419
051292_0001.npy,1,-9.069899,-5.421528
052634_0001.npy,1,-12.483086,-0.15741201
052639_0001.npy,0,-7.886111,-0.14131014
052861_0001.npy,1,-11.36388,-3.60749
054019_0001.npy,0,-9.972974,-7.328066
054365_0000.npy,1,-10.14225,-4.556516
054470_0002.npy,0,-12.492478,-0.021151366
054580_0001.npy,1,-12.914445,1.3084823
054719_0001.npy,1,-11.348508,-8.65802
054753_0001.npy,1,-12.54218,-5.6961074
056650_0001.npy,1,-13.7554,-0.16400205
057662_0001.npy,1,-11.6637535,-1.7370778
059451_0000.npy,0,-13.655282,-8.676049
059671_0001.npy,0,-8.912204,1.3617817
060145_0000.npy,1,-13.199588,0.34855592
061007_0001.npy,1,-3.5911157,17.22103
062183_0002.npy,1,-7.647962,-4.9682827
064248_0001.npy,1,-7.7778854,-1.6958859
064515_0001.npy,1,-8.582614,-9.090223
065752_0001.npy,1,-7.60962,-8.8835745
066076_0002.npy,1,-12.837475,-1.8721513
066757_0001.npy,1,-13.722556,7.635433
067237_0001.npy,1,-15.862348,-3.9167058
067766_0001.npy,0,-9.950995,10.687109
068854_0001.npy,0,-16.262323,10.992757
069196_0001.npy,1,-4.257899,-2.504562
069207_0000.npy,1,-11.906801,1.9621376
069746_0000.npy,1,-1.5050765,-6.7215185
069746_0001.npy,1,-2.6539989,-6.2384624
069788_0001.npy,0,-6.078201,5.430892
069798_0001.npy,0,-11.840545,-1.8259624
069822_0000.npy,0,-11.973479,1.6144118
070657_0000.npy,0,-12.540137,-7.0880694
071247_0002.npy,1,-11.885985,-8.301065
071506_0000.npy,0,-12.589758,2.6165454
071515_0001.npy,1,-3.262205,-5.4396324
071694_0001.npy,1,-6.698004,-1.2259893
072570_0001.npy,1,-11.589514,13.1187315
073368_0000.npy,1,-12.820624,-1.555024
073465_0001.npy,1,-12.33303,-0.79196185
073465_0002.npy,1,-14.2214575,-1.3183191
080519_0000.npy,1,-15.028775,-7.141311
081938_0000.npy,1,-11.386122,9.229531
082507_0002.npy,1,-11.492593,1.8397478
083960_0001.npy,1,-9.701436,-17.594246
085311_0002.npy,0,-13.622667,-2.8593001
085492_0001.npy,1,-10.588342,1.4794905
085600_0001.npy,0,-10.275764,7.458345
085787_0000.npy,0,-13.5096445,-1.9513928
085963_0001.npy,1,-6.747662,5.066582
086576_0001.npy,0,-8.149105,-0.52668065
086678_0001.npy,1,-10.82437,-4.7902966
087194_0000.npy,0,-14.565896,0.705109
088873_0001.npy,1,-10.058696,11.374702
089179_0001.npy,1,-14.222303,-2.9231224
089376_0000.npy,1,-9.500523,6.071879
091178_0001.npy,0,-10.699973,7.507099
091958_0002.npy,1,-10.6861925,7.482911
092292_0000.npy,0,-8.698814,5.557145
092889_0000.npy,0,-9.140976,2.6564982
093076_0001.npy,1,-2.2969427,5.127048
094419_0002.npy,0,-12.743867,-8.227991
096657_0000.npy,0,-11.257114,-7.506861
097373_0000.npy,1,-3.1330934,9.518078
097570_0001.npy,1,-7.9117327,-1.642308
097847_0002.npy,0,-4.051784,-2.5687895
098236_0000.npy,0,-8.070593,-7.15805
098582_0001.npy,1,-11.954548,-6.4810457
