feature_file,task,pc1,pc2
000615_0002.npy,0,-12.4648485,25.723135
000667_0001.npy,1,-19.60322,-11.977752
001644_0000.npy,1,-22.14178,-3.4392524
001689_0002.npy,0,-14.940646,3.3179507
001929_0000.npy,1,-19.42321,4.169198
003535_0001.npy,1,-12.552816,15.737824
003624_0002.npy,1,-19.458902,-5.696002
003776_0001.npy,0,-10.14931,2.6452305
006394_0002.npy,1,-20.809114,-4.3141637
006463_0001.npy,1,-19.956108,6.849716
007377_0000.npy,0,2.893439,-1.7606844
007528_0002.npy,1,-2.6412544,4.3505697
009559_0000.npy,1,-22.544554,-2.6589262
010383_0000.npy,1,-20.229622,-2.2206397
010387_0002.npy,1,-8.909661,9.147613
010443_0000.npy,0,-20.157227,-4.974084
010809_0001.npy,1,-18.806566,-10.665351
011672_0000.npy,1,-0.33930722,9.997545
011793_0002.npy,1,-9.4371195,-3.463137
011861_0001.npy,0,-14.239385,-14.89414
012352_0000.npy,1,-14.297153,13.746777
012355_0001.npy,0,-9.547168,21.34022
012737_0002.npy,0,-22.145914,-9.955346
013197_0001.npy,0,-21.671453,20.037788
013666_0000.npy,0,-24.02547,-5.1461363
013928_0000.npy,1,-13.719612,2.642813
014579_0002.npy,1,-12.466389,18.511505
017633_0001.npy,1,-17.720253,-0.7933413
018112_0000.npy,1,-21.765265,-13.943009
018350_0001.npy,0,-13.755041,6.968918
020424_0000.npy,1,-2.019317,-3.5191538
022094_0002.npy,1,-8.717389,-0.26067606
022097_0000.npy,1,-16.550747,12.511539
022474_0002.npy,1,-8.528753,19.008844
022480_0001.npy,0,-8.802877,-4.873579
024371_0000.npy,1,-16.660599,3.36725
025608_0000.npy,0,-7.0391006,-7.000104
026007_0000.npy,1,-2.8038273,0.012702732
026600_0000.npy,0,11.709787,9.300075
029040_0000.npy,0,-2.8350022,-2.6893163
029744_0000.npy,0,-15.867446,-2.7527857
030095_0001.npy,1,-12.1531,-5.4053264
030740_0000.npy,0,-11.03934,10.188103
031042_0002.npy,0,-2.16811,6.7127066
031356_0000.npy,0,-17.371977,11.34116
032438_0001.npy,1,-21.184042,-10.204055
033064_0001.npy,1,-20.009825,-17.299082
033064_0002.npy,1,-17.446789,-15.556698
033069_0001.npy,1,-14.997258,-2.6716447
036099_0001.npy,0,-6.622544,-6.6377926
036302_0001.npy,1,-4.1779466,-0.9694054
036616_0001.npy,1,-14.844167,10.198424
038352_0000.npy,1,-13.89194,6.5609536
038361_0000.npy,0,-12.105261,10.38339
038781_0001.npy,1,-22.20189,-2.1903281
040147_0000.npy,1,-5.705883,3.8866553
040244_0001.npy,0,-21.32117,-6.9719605
042138_0001.npy,1,-1.6154057,0.51638263
043521_0001.npy,1,-16.748377,2.097174
043596_0000.npy,0,-17.300343,-4.9573174
044798_0000.npy,1,-20.270145,-9.888849
044798_0001.npy,1,-21.314112,-9.769997
044809_0000.npy,0,-12.1233635,13.401871
044809_0002.npy,1,-14.66003,11.005235
045055_0000.npy,1,-22.42323,-6.0046573
045149_0000.npy,1,-13.878658,0.6895168
045335_0001.npy,0,-21.028818,-12.323424
045474_0001.npy,1,-19.498163,8.625753
048865_0002.npy,0,-21.317768,-10.741937
049030_0002.npy,0,-13.496044,14.570302
050323_0001.npy,1,5.484802,18.239485
050753_0001.npy,0,-21.891043,-25.808203
051292_0001.npy,1,-14.21249,-4.1615815
052634_0001.npy,1,-21.497385,-3.567191
052639_0001.npy,0,-3.3766177,3.2002075
052861_0001.npy,1,-13.77813,2.03697
054019_0001.npy,0,-13.870447,-9.040951
054365_0000.npy,1,-14.653283,-12.678895
054470_0002.npy,0,-16.281775,0.3295819
054580_0001.npy,1,-14.519129,-1.0191816
054719_0001.npy,1,-13.83307,-12.514264
054753_0001.npy,1,-15.510098,-0.5088259
056650_0001.npy,1,-17.954575,1.2364576
057662_0001.npy,1,-19.277561,3.2246423
059451_0000.npy,0,-22.70189,-11.074001
059671_0001.npy,0,-10.988811,1.7204304
060145_0000.npy,1,-13.893571,4.9030323
061007_0001.npy,1,-1.0222676,23.829266
062183_0002.npy,1,-6.5772257,-8.13584
064248_0001.npy,1,-12.541199,3.5627623
064515_0001.npy,1,-13.099393,-12.17399
065752_0001.npy,1,-10.206932,-15.6158495
066076_0002.npy,1,-22.35584,-5.665773
066757_0001.npy,1,-20.715647,13.095527
067237_0001.npy,1,-21.525875,-9.990188
067766_0001.npy,0,-13.24059,9.07704
068854_0001.npy,0,-17.38693,4.3029313
069196_0001.npy,1,3.8606122,1.0143609
069207_0000.npy,1,-20.342161,10.647276
069746_0000.npy,1,-5.3255014,-20.961996
069746_0001.npy,1,-6.492066,-20.207865
069788_0001.npy,0,-6.8237734,8.452854
069798_0001.npy,0,-19.028402,5.8981724
069822_0000.npy,0,-17.331562,1.7443899
070657_0000.npy,0,-15.704625,-11.815449
071247_0002.npy,1,-15.847479,-10.354658
