feature_file,task,pc1,pc2
000615_0002.npy,0,-5.4613366,-3.9835422
000667_0001.npy,1,-11.01886,8.612429
001644_0000.npy,1,-12.39828,0.8659099
001689_0002.npy,0,-10.767185,-6.561758
001929_0000.npy,1,-9.930195,0.029000599
003535_0001.npy,1,-10.559175,-7.3142543
003624_0002.npy,1,-12.190793,0.034232654
003776_0001.npy,0,-9.74512,-4.5694146
006394_0002.npy,1,-14.479971,-2.8731167
006463_0001.npy,1,-13.929726,-5.830765
007377_0000.npy,0,-5.2868333,4.0353193
007528_0002.npy,1,-7.8103127,3.8680043
009559_0000.npy,1,-14.189049,-1.5687292
010383_0000.npy,1,-11.675117,-3.2361774
010387_0002.npy,1,-7.3720937,-8.5855465
010443_0000.npy,0,-11.188237,-1.233903
010809_0001.npy,1,-9.495114,0.32163742
011672_0000.npy,1,4.229034,-0.4879161
011793_0002.npy,1,-8.333296,5.2520833
011861_0001.npy,0,-9.157374,8.296779
012352_0000.npy,1,-10.06555,-7.630443
012355_0001.npy,0,-7.613764,-7.197192
012737_0002.npy,0,-10.406956,7.0112133
013197_0001.npy,0,-14.476236,-7.7996984
013666_0000.npy,0,-15.625417,5.6252365
013928_0000.npy,1,-10.234041,-9.677961
014579_0002.npy,1,-11.329782,-8.285483
017633_0001.npy,1,-12.478509,-5.3072166
018112_0000.npy,1,-10.040407,8.833558
018350_0001.npy,0,-9.854857,-6.6642013
020424_0000.npy,1,0.20790805,2.9102247
022094_0002.npy,1,-8.95098,-0.48649445
022097_0000.npy,1,-10.803327,-9.430714
022474_0002.npy,1,-5.5785227,-12.879358
022480_0001.npy,0,-6.7495584,-1.1866851
024371_0000.npy,1,-11.693612,-2.5171657
025608_0000.npy,0,-8.025097,8.427892
026007_0000.npy,1,-4.5067115,5.7247047
026600_0000.npy,0,-1.6008587,-7.6108603
029040_0000.npy,0,-7.2627645,4.387925
029744_0000.npy,0,-11.654096,4.117851
030095_0001.npy,1,-8.915867,3.6772087
030740_0000.npy,0,-7.508814,-4.8748407
031042_0002.npy,0,-7.357993,-4.795579
031356_0000.npy,0,-9.676928,-3.9193528
032438_0001.npy,1,-15.671201,0.65633607
033064_0001.npy,1,-13.227528,13.611256
033064_0002.npy,1,-11.731747,12.629006
033069_0001.npy,1,-11.651911,-2.3348234
036099_0001.npy,0,-6.7671437,8.995976
036302_0001.npy,1,-7.9206595,8.4309435
036616_0001.npy,1,-8.938326,-11.425385
038352_0000.npy,1,-12.183545,2.1078398
038361_0000.npy,0,-7.9336386,2.3072107
038781_0001.npy,1,-14.4152975,-10.224369
040147_0000.npy,1,-5.829257,-1.3511956
040244_0001.npy,0,-11.82509,1.9363825
042138_0001.npy,1,-1.146732,-0.36466157
043521_0001.npy,1,-11.967487,-6.946829
043596_0000.npy,0,-13.417053,-4.887073
044798_0000.npy,1,-12.823426,1.6573844
044798_0001.npy,1,-13.035616,0.113517895
