feature_file,task,pc1,pc2
000615_0002.npy,0,5.424797,21.36917
000667_0001.npy,1,-23.467531,4.7091336
001644_0000.npy,1,-27.274073,-1.810131
001689_0002.npy,0,-19.79791,-7.337303
001929_0000.npy,1,-23.76709,11.587783
003535_0001.npy,1,-9.427966,7.7657785
003624_0002.npy,1,-24.679325,-2.8080173
003776_0001.npy,0,-11.811258,4.096026
006394_0002.npy,1,-20.743242,3.5974908
006463_0001.npy,1,-20.64856,3.662669
007377_0000.npy,0,-11.539013,-32.387123
007528_0002.npy,1,-10.081856,-6.04444
009559_0000.npy,1,-26.814764,-0.35790887
010383_0000.npy,1,-25.059381,3.3855026
010387_0002.npy,1,-12.980977,-4.3951488
010443_0000.npy,0,-23.498783,1.5708404
010809_0001.npy,1,-27.244127,-5.319504
011672_0000.npy,1,1.9918377,-4.547991
011793_0002.npy,1,-14.493815,-5.6255527
011861_0001.npy,0,-23.541553,-3.0959978
012352_0000.npy,1,-12.385401,10.623781
012355_0001.npy,0,-2.0387528,8.182397
012737_0002.npy,0,-24.132044,5.6300316
013197_0001.npy,0,-11.569225,17.054071
013666_0000.npy,0,-22.64577,11.856363
013928_0000.npy,1,-20.078577,2.8237443
014579_0002.npy,1,-12.537718,4.304622
017633_0001.npy,1,-19.778246,2.7198687
018112_0000.npy,1,-22.254797,7.9991994
018350_0001.npy,0,-14.427149,3.8846502
020424_0000.npy,1,-1.0072588,7.303687
022094_0002.npy,1,-11.469903,-1.7744186
022097_0000.npy,1,-16.384218,6.5315857
022474_0002.npy,1,-4.6052384,4.530308
022480_0001.npy,0,-14.79142,-0.60359174
024371_0000.npy,1,-19.841467,8.088161
025608_0000.npy,0,-15.886088,-9.279278
026007_0000.npy,1,-5.4657497,2.5237012
026600_0000.npy,0,22.237516,-6.830908
029040_0000.npy,0,-12.654547,-17.05497
029744_0000.npy,0,-17.974157,-1.104033
030095_0001.npy,1,-13.023188,1.587493
030740_0000.npy,0,-8.548814,6.407213
031042_0002.npy,0,-6.70575,-12.864771
031356_0000.npy,0,-14.604396,11.047423
032438_0001.npy,1,-28.855774,-12.892462
033064_0001.npy,1,-26.969227,-1.8892194
033064_0002.npy,1,-25.126482,-3.2638485
033069_0001.npy,1,-19.020382,-0.08502777
036099_0001.npy,0,-16.598381,-16.637117
036302_0001.npy,1,-7.129134,2.2744656
036616_0001.npy,1,-16.16731,-1.1293418
038352_0000.npy,1,-10.516142,0.7532416
038361_0000.npy,0,-5.727298,20.903015
038781_0001.npy,1,-23.695723,-2.8892922
040147_0000.npy,1,-9.8402195,2.5718925
040244_0001.npy,0,-24.793062,1.8631604
042138_0001.npy,1,-8.642185,2.6961093
043521_0001.npy,1,-15.460117,4.1912804
043596_0000.npy,0,-21.936485,-0.60585076
044798_0000.npy,1,-25.885578,-2.9997962
044798_0001.npy,1,-27.825151,-2.6836717
044809_0000.npy,0,-12.536897,-2.0338778
044809_0002.npy,1,-13.728272,4.2565813
045055_0000.npy,1,-24.222595,6.9658136
045149_0000.npy,1,-17.764126,-4.305255
045335_0001.npy,0,-24.160845,4.885777
045474_0001.npy,1,-16.55221,11.481239
048865_0002.npy,0,-22.977365,11.943592
049030_0002.npy,0,-8.763293,8.54214
050323_0001.npy,1,23.159475,10.176932
050753_0001.npy,0,-30.716177,-2.2779913
051292_0001.npy,1,-16.429565,9.874066
052634_0001.npy,1,-19.86575,-0.20847994
052639_0001.npy,0,-11.219402,-3.167852
052861_0001.npy,1,-12.522571,10.95118
054019_0001.npy,0,-20.61978,1.1803033
054365_0000.npy,1,-22.49543,-5.9230814
054470_0002.npy,0,-18.067726,-1.8773261
054580_0001.npy,1,-16.581585,-3.9459784
054719_0001.npy,1,-22.84924,-1.3314661
054753_0001.npy,1,-18.355875,0.38359207
056650_0001.npy,1,-18.418652,0.58394194
057662_0001.npy,1,-16.758087,9.084257
059451_0000.npy,0,-31.124962,-4.3116345
059671_0001.npy,0,-17.307102,-10.062271
060145_0000.npy,1,-11.233838,3.0037868
061007_0001.npy,1,10.634032,7.2277164
062183_0002.npy,1,-16.003054,-13.603109
064248_0001.npy,1,-11.926467,11.083418
064515_0001.npy,1,-18.212868,-4.13735
065752_0001.npy,1,-20.781605,-16.798027
066076_0002.npy,1,-25.795872,1.4519521
066757_0001.npy,1,-15.67377,5.40599
067237_0001.npy,1,-27.487272,0.9463726
067766_0001.npy,0,-14.496222,8.921358
068854_0001.npy,0,-19.018816,-2.4143846
069196_0001.npy,1,-1.6651093,-11.658902
069207_0000.npy,1,-16.8445,10.175898
069746_0000.npy,1,-21.583414,-9.461502
069746_0001.npy,1,-22.488207,-9.922307
069788_0001.npy,0,-7.841545,9.197567
069798_0001.npy,0,-20.03733,9.638667
069822_0000.npy,0,-16.660227,12.127483
070657_0000.npy,0,-20.607273,-2.4578726
071247_0002.npy,1,-22.563755,-2.5234957
071506_0000.npy,0,-26.625746,-7.229026
071515_0001.npy,1,-23.45629,-36.890896
071694_0001.npy,1,-10.215615,-5.778848
072570_0001.npy,1,-8.434922,2.179232
073368_0000.npy,1,-22.260572,-0.2460616
073465_0001.npy,1,-26.142208,0.9134249
073465_0002.npy,1,-27.093212,-1.9905984
080519_0000.npy,1,-25.948824,5.749691
081938_0000.npy,1,-10.648788,7.315562
082507_0002.npy,1,-18.766516,4.9962506
083960_0001.npy,1,-34.78991,-8.424264
085311_0002.npy,0,-17.370522,0.76919997
085492_0001.npy,1,-23.27831,-1.062307
085600_0001.npy,0,-10.967944,5.4149
085787_0000.npy,0,-16.61673,10.533326
085963_0001.npy,1,-3.139888,9.338302
086576_0001.npy,0,-3.1973567,15.669332
086678_0001.npy,1,-23.109556,0.81198686
087194_0000.npy,0,-25.573847,-3.9798539
088873_0001.npy,1,-16.26645,-1.026086
089179_0001.npy,1,-26.947798,-9.506817
089376_0000.npy,1,-14.898207,9.672447
091178_0001.npy,0,-13.703829,4.0801845
091958_0002.npy,1,-23.889664,-7.741031
092292_0000.npy,0,-22.295477,-3.037432
092889_0000.npy,0,-9.573564,16.744862
093076_0001.npy,1,-9.927014,-22.142757
094419_0002.npy,0,-21.969471,-1.2306391
096657_0000.npy,0,-21.318846,-0.7017446
097373_0000.npy,1,-4.2896743,-20.94293
097570_0001.npy,1,-14.547664,5.0788946
097847_0002.npy,0,-7.918075,5.050578
098236_0000.npy,0,-21.638172,17.882208
098582_0001.npy,1,-24.203978,-0.16840178
103520_0000.npy,1,-25.95485,-3.6623085
105022_0000.npy,1,-4.0056744,9.789908
106463_0000.npy,1,-29.258333,-11.778617
106463_0001.npy,1,-29.345627,-9.310935
106569_0002.npy,1,-9.510242,16.389656
107951_0001.npy,1,-28.126553,-12.101743
108524_0002.npy,1,-22.44113,3.457138
108808_0001.npy,0,-20.325506,-2.5503325
109356_0002.npy,1,-30.441586,-4.1167045
109480_0002.npy,0,3.394676,7.0389757
109548_0000.npy,0,-2.8661256,15.559091
110108_0002.npy,1,-18.866072,-33.248726
110629_0001.npy,0,-0.99474436,1.3168535
110630_0001.npy,1,-3.0287063,2.271301
110927_0000.npy,1,-1.6374791,17.772324
111376_0001.npy,1,-19.364985,9.909064
111395_0002.npy,1,-12.979073,8.810683
111933_0000.npy,1,-22.098862,-9.469373
112487_0000.npy,1,-5.7078648,5.169477
113164_0002.npy,0,-29.576992,-7.553001
113261_0000.npy,0,-21.089767,-4.533805
113266_0001.npy,1,-21.81665,-12.337513
113530_0002.npy,1,-16.035894,17.303074
113696_0001.npy,1,-15.17732,-0.85072386
114048_0001.npy,0,-16.349697,6.1532803
114393_0000.npy,0,-10.441045,3.5828505
115289_0002.npy,0,-20.04367,-13.087725
115292_0000.npy,1,-14.113059,-11.786702
115699_0002.npy,1,-20.36302,-3.9653826
115771_0000.npy,1,10.093728,9.152578
116177_0001.npy,0,-15.450588,-5.8896627
116514_0002.npy,0,-16.97252,5.7344656
116759_0001.npy,1,-11.320809,19.831423
117628_0002.npy,0,-21.75424,-3.7001157
117632_0000.npy,0,-28.018467,-4.010502
118921_0002.npy,1,-9.174829,-0.91689
119584_0001.npy,1,-12.557812,3.4669745
119993_0002.npy,0,-17.76367,0.5822593
120299_0001.npy,1,-1.7287865,14.820386
120331_0000.npy,0,-13.911756,11.612245
120331_0001.npy,0,-11.994545,2.1457877
120469_0002.npy,1,-16.078596,6.8995214
120514_0002.npy,0,-27.693558,-2.834728
120769_0000.npy,1,-14.693652,8.093304
121314_0001.npy,1,-28.893545,-2.7094305
121317_0002.npy,0,-20.50772,2.8550217
122201_0000.npy,0,-12.063482,5.3855915
122355_0001.npy,1,-9.804214,1.7091472
122355_0002.npy,1,-18.441086,4.829505
122397_0002.npy,1,-24.411833,4.838145
122650_0000.npy,0,-26.163744,-1.9599277
122650_0001.npy,1,-27.513855,-3.3318849
123147_0001.npy,1,-9.997903,3.4882216
123502_0002.npy,0,-10.604928,-9.254999
123523_0000.npy,1,-14.697766,6.5176735
123764_0002.npy,1,4.819939,19.58432
123866_0000.npy,1,-29.72845,-2.85906
124177_0000.npy,0,-7.376569,7.68767
125004_0000.npy,1,-26.275244,7.6029162
125159_0000.npy,1,-14.532709,3.0289948
125287_0000.npy,1,-19.728249,-1.3408502
125298_0000.npy,1,-10.625394,3.3044872
126398_0000.npy,1,-14.043441,2.7699974
126425_0001.npy,1,-26.200382,0.3295269
126587_0000.npy,1,-20.53345,0.16083463
127207_0001.npy,0,1.6685308,-1.5311389
127296_0001.npy,1,-22.33169,0.9776568
127497_0000.npy,1,-8.683735,-4.640577
127915_0000.npy,1,-25.694403,4.4792023
128879_0001.npy,1,-22.233107,-1.6155834
128885_0001.npy,0,-6.5672603,-2.5096846
129927_0000.npy,0,-10.447,-0.41274148
131795_0001.npy,0,-18.430435,-7.820447
131925_0000.npy,1,-14.290221,14.811401
131978_0001.npy,0,-28.72919,-1.3055373
131986_0000.npy,0,-7.988225,6.906635
132045_0002.npy,1,-6.2347913,10.670162
132436_0001.npy,0,-19.17398,13.145536
132561_0002.npy,0,-5.845582,4.536534
132961_0001.npy,1,-5.8527145,4.6526976
133479_0000.npy,1,-27.075113,1.0609322
133560_0001.npy,1,4.651387,17.486116
134952_0000.npy,1,-12.772122,-2.6037593
134956_0001.npy,1,-23.512516,1.2170489
135337_0000.npy,0,-16.341276,-9.37764
135338_0002.npy,0,-20.516636,-10.3609705
135373_0000.npy,1,-27.30993,-7.81954
136275_0000.npy,0,-28.273087,-4.9306474
137632_0002.npy,0,-22.18931,12.562087
139536_0001.npy,1,-5.17682,10.075371
139775_0002.npy,1,-22.400595,-1.2383938
139934_0000.npy,1,-26.15512,-0.14821203
140788_0000.npy,0,-7.4481034,14.583112
141303_0000.npy,0,-11.730276,7.9606485
141591_0001.npy,1,-10.191222,2.4034111
142381_0000.npy,1,-24.852983,-3.480025
143221_0001.npy,1,-26.579199,-5.7102175
144173_0001.npy,1,-22.759901,-10.288551
144810_0000.npy,0,-14.116143,-14.487732
144935_0001.npy,1,-23.97773,-9.013603
144940_0001.npy,1,-26.528923,-3.740119
145241_0001.npy,0,-14.760868,10.933347
145609_0002.npy,1,-31.091513,-5.9875965
145702_0001.npy,1,-25.667055,-8.554878
146017_0001.npy,0,-14.2215395,8.158757
146726_0001.npy,1,-18.633535,0.11142292
147269_0000.npy,0,-13.390644,-7.519636
148510_0001.npy,1,-27.844425,-4.968452
148611_0000.npy,0,-17.198925,3.0820076
152103_0000.npy,1,-17.453876,0.73075724
bed_0012.npy,0,19.271122,4.064693
bed_0017.npy,0,18.171806,-0.9914091
