feature_file,task,pc1,pc2
000615_0002.npy,0,-8.405406,25.671038
000667_0001.npy,1,-18.322618,-11.518505
001644_0000.npy,1,-23.425058,-2.7492
001689_0002.npy,0,-13.959715,0.7988485
001929_0000.npy,1,-15.421037,1.7280755
003535_0001.npy,1,-11.188442,12.720791
003624_0002.npy,1,-18.961117,-4.5225463
003776_0001.npy,0,-10.362201,1.038224
006394_0002.npy,1,-22.429703,-4.561368
006463_0001.npy,1,-18.783749,6.6294627
007377_0000.npy,0,0.2688633,2.1772842
007528_0002.npy,1,-4.7397275,3.3831244
009559_0000.npy,1,-23.03429,-2.1014807
010383_0000.npy,1,-18.450567,-1.8212756
010387_0002.npy,1,-4.2855506,9.235013
010443_0000.npy,0,-19.070614,-5.76905
010809_0001.npy,1,-18.392363,-8.125522
011672_0000.npy,1,1.2849455,4.833493
011793_0002.npy,1,-11.028767,-3.8164904
011861_0001.npy,0,-11.710105,-15.24173
012352_0000.npy,1,-11.895838,10.916453
012355_0001.npy,0,-8.081241,18.455732
012737_0002.npy,0,-18.014668,-8.163149
013197_0001.npy,0,-20.27162,18.630344
013666_0000.npy,0,-24.83378,-4.586136
013928_0000.npy,1,-14.638295,2.3240314
014579_0002.npy,1,-11.885954,19.235804
017633_0001.npy,1,-17.975252,-0.28571776
018112_0000.npy,1,-21.595352,-13.49454
018350_0001.npy,0,-13.953133,5.3370986
020424_0000.npy,1,0.030421184,-5.864031
022094_0002.npy,1,-8.505424,0.17439309
022097_0000.npy,1,-13.433823,8.944309
022474_0002.npy,1,-6.4431577,16.052927
022480_0001.npy,0,-8.101137,-3.6650937
024371_0000.npy,1,-16.369532,1.8752606
025608_0000.npy,0,-5.152191,-6.465356
026007_0000.npy,1,-1.9385763,-1.1076448
026600_0000.npy,0,7.405287,13.766662
029040_0000.npy,0,-4.0351157,-1.3723814
029744_0000.npy,0,-14.501232,2.7441795
030095_0001.npy,1,-12.417613,-4.110951
030740_0000.npy,0,-10.331761,9.297358
031042_0002.npy,0,-3.0741062,8.112687
031356_0000.npy,0,-16.805344,8.725337
032438_0001.npy,1,-21.942564,-8.031216
033064_0001.npy,1,-20.167728,-15.864411
033064_0002.npy,1,-17.54543,-14.568617
033069_0001.npy,1,-14.97014,-3.8674378
036099_0001.npy,0,-7.0634446,-3.557275
036302_0001.npy,1,-4.928492,0.019811604
036616_0001.npy,1,-12.232536,6.967437
038352_0000.npy,1,-15.02894,5.4537096
038361_0000.npy,0,-7.8831983,11.255303
038781_0001.npy,1,-25.407877,-0.66849494
040147_0000.npy,1,-1.7195784,2.7081656
040244_0001.npy,0,-19.133066,-7.001111
042138_0001.npy,1,0.7036987,-0.3483536
043521_0001.npy,1,-18.282326,2.107843
043596_0000.npy,0,-18.702366,-3.7478962
044798_0000.npy,1,-19.027594,-7.831225
044798_0001.npy,1,-19.45343,-8.889444
044809_0000.npy,0,-11.031699,10.905006
044809_0002.npy,1,-13.123031,8.867636
045055_0000.npy,1,-21.064587,-5.779294
045149_0000.npy,1,-13.352316,1.8331655
045335_0001.npy,0,-19.419542,-11.486608
045474_0001.npy,1,-19.067083,5.151437
048865_0002.npy,0,-18.049189,-12.99854
049030_0002.npy,0,-11.624052,13.208848
050323_0001.npy,1,4.6749835,18.246946
050753_0001.npy,0,-18.816547,-23.091787
051292_0001.npy,1,-11.614332,-3.3386254
052634_0001.npy,1,-21.430344,-0.559664
052639_0001.npy,0,-3.294459,4.7619233
052861_0001.npy,1,-10.609537,1.1709236
054019_0001.npy,0,-11.78635,-8.769342
054365_0000.npy,1,-12.8660755,-10.251082
054470_0002.npy,0,-15.334386,1.0917454
054580_0001.npy,1,-16.571886,2.7367876
054719_0001.npy,1,-12.898442,-12.694536
054753_0001.npy,1,-15.067323,-2.9226017
056650_0001.npy,1,-20.465763,1.9443073
057662_0001.npy,1,-18.879076,0.7096467
059451_0000.npy,0,-21.481098,-9.635103
059671_0001.npy,0,-8.106507,1.2670808
060145_0000.npy,1,-15.119689,3.931515
061007_0001.npy,1,-0.96095896,22.350069
062183_0002.npy,1,-7.833964,-5.8176374
064248_0001.npy,1,-10.330029,1.057487
064515_0001.npy,1,-11.9931345,-11.517963
065752_0001.npy,1,-9.042059,-14.592525
066076_0002.npy,1,-20.648645,-2.6392555
066757_0001.npy,1,-20.318693,12.464776
067237_0001.npy,1,-20.446213,-7.502593
067766_0001.npy,0,-12.094497,9.59681
068854_0001.npy,0,-19.447788,7.0192823
069196_0001.npy,1,1.7915225,4.1034203
069207_0000.npy,1,-17.118364,9.49511
069746_0000.npy,1,-1.5664732,-17.517826
069746_0001.npy,1,-2.7164333,-15.238958
