feature_file,label,pc1,pc2
000200_0009_supermarket02_12.wav.npy,music,82.12362,39.84976
000695_0004_tube04_12.wav.npy,music,137.49173,-0.6597361
000709_0016_tube09_12.wav.npy,music,96.62051,5.020082
000995_0010_supermarket06_12.wav.npy,music,175.39214,5.8492484
001069_0011_bus08_12.wav.npy,music,133.89513,0.4707217
001069_0025_office02_12.wav.npy,music,131.23041,28.029081
001197_0004_openairmarket02_12.wav.npy,music,-50.84799,50.28385
001666_0004_supermarket10_12.wav.npy,music,19.636776,18.119904
002012_0012_supermarket04_12.wav.npy,music,152.52791,-6.698333
002012_0023_tube05_12.wav.npy,music,149.6518,-4.640987
003264_0015_restaurant10_12.wav.npy,music,-97.97026,18.521832
003535_0018_office08_12.wav.npy,music,6.2565937,17.027117
003573_0016_quietstreet07_12.wav.npy,music,153.58894,14.504792
003624_0015_tube07_12.wav.npy,music,83.00688,9.444081
003778_0009_openairmarket06_12.wav.npy,music,20.209703,31.447481
003880_0023_tube01_12.wav.npy,music,-54.142323,56.05377
004074_0028_park01_12.wav.npy,music,57.79514,19.705158
004096_0021_tube09_12.wav.npy,music,60.71713,-31.199366
004101_0030_quietstreet10_12.wav.npy,music,25.86397,13.685337
004688_0021_openairmarket07_12.wav.npy,music,86.44729,-1.0529866
006461_0020_park06_12.wav.npy,music,-38.16091,34.63596
007483_0028_openairmarket03_12.wav.npy,music,81.68246,-0.2341963
007548_0009_restaurant09_12.wav.npy,music,171.95444,9.477541
007548_0020_supermarket10_12.wav.npy,music,183.35493,-3.7707832
010382_0000_restaurant10_12.wav.npy,music,14.516251,2.308775
010443_0005_tubestation09_12.wav.npy,music,18.643105,16.25928
010535_0010_restaurant06_12.wav.npy,music,11.256733,4.115725
010696_0013_office04_12.wav.npy,music,139.34363,17.27211
010809_0009_busystreet03_12.wav.npy,music,106.11687,2.422871
011198_0006_bus03_12.wav.npy,music,138.7642,-23.721333
011672_0023_openairmarket07_12.wav.npy,music,-8.970443,-63.354816
011681_0020_tubestation06_12.wav.npy,music,100.98546,7.966723
011779_0008_park06_12.wav.npy,music,119.38894,3.973885
011861_0004_office01_12.wav.npy,music,33.929855,26.847477
011867_0009_quietstreet07_12.wav.npy,music,22.851202,18.653793
012053_0010_busystreet10_12.wav.npy,music,-37.31163,33.65524
012352_0016_busystreet02_12.wav.npy,music,62.47405,7.9203362
012355_0023_park10_12.wav.npy,music,-30.35487,-8.02625
012489_0008_tubestation07_12.wav.npy,music,-22.437872,21.288914
012537_0023_bus05_12.wav.npy,music,-12.518684,13.674873
013928_0003_park03_12.wav.npy,music,65.642395,6.3107734
014318_0014_tube05_12.wav.npy,music,-24.172695,-43.340164
014363_0018_tube02_12.wav.npy,music,-30.424326,-29.679886
014542_0025_quietstreet01_12.wav.npy,music,56.92519,49.399567
014739_0029_office07_12.wav.npy,music,42.486397,12.327617
017608_0013_tube03_12.wav.npy,music,50.361618,24.457476
018350_0004_tubestation08_12.wav.npy,music,-5.0228386,10.0955715
019674_0024_supermarket03_12.wav.npy,music,-9.421514,-11.547076
021085_0009_openairmarket07_12.wav.npy,music,94.07072,-19.054077
021995_0006_busystreet10_12.wav.npy,music,-18.392164,30.94422
022094_0000_restaurant09_12.wav.npy,music,64.259995,10.805349
022097_0006_bus06_12.wav.npy,music,14.828784,24.833164
022150_0030_restaurant01_12.wav.npy,music,-30.03249,2.3880796
022475_0005_tubestation08_12.wav.npy,music,73.23468,-9.971525
022475_0017_bus10_12.wav.npy,music,130.33606,12.686412
023037_0014_openairmarket01_12.wav.npy,music,74.66168,15.156961
023172_0022_openairmarket02_12.wav.npy,music,103.95845,5.302717
024422_0005_bus01_12.wav.npy,music,-94.00855,26.550312
024427_0002_quietstreet10_12.wav.npy,music,-32.97509,-2.6628153
024427_0021_supermarket09_12.wav.npy,music,9.0150385,-12.214557
024521_0017_tubestation09_12.wav.npy,music,-31.760395,8.897836
024901_0026_bus01_12.wav.npy,music,89.106766,6.1820765
025215_0026_restaurant03_12.wav.npy,music,167.28929,7.3444686
025215_0029_restaurant06_12.wav.npy,music,184.35721,-2.7210362
025378_0014_tube02_12.wav.npy,music,61.071976,-7.745723
025608_0028_office07_12.wav.npy,music,141.71931,13.687528
026007_0004_office07_12.wav.npy,music,18.230684,3.4090776
026464_0025_park01_12.wav.npy,music,90.07312,31.536165
027611_0025_quietstreet01_12.wav.npy,music,71.12136,11.509819
027805_0008_tubestation06_12.wav.npy,music,112.29581,15.212645
028484_0009_office01_12.wav.npy,music,108.58627,15.992369
028608_0017_tubestation01_12.wav.npy,music,37.602676,9.063839
029040_0018_quietstreet04_12.wav.npy,music,-2.4423516,-0.46492735
029255_0027_tube07_12.wav.npy,music,143.83057,-47.856667
029742_0012_openairmarket04_12.wav.npy,music,28.517824,-2.1967578
030488_0007_openairmarket09_12.wav.npy,music,2.36574,6.462295
032325_0020_tubestation03_12.wav.npy,music,123.65562,7.160407
033064_0026_supermarket08_12.wav.npy,music,51.631165,17.278517
033069_0022_bus05_12.wav.npy,music,50.7441,-35.488186
033072_0025_openairmarket09_12.wav.npy,music,32.213737,7.025808
035571_0005_park06_12.wav.npy,music,64.56878,10.118443
036099_0015_tube07_12.wav.npy,music,-46.010918,31.123178
036272_0007_park01_12.wav.npy,music,-8.727304,-6.175645
036560_0011_tubestation10_12.wav.npy,music,-81.23759,-4.4614234
036984_0010_tubestation02_12.wav.npy,music,-23.908268,11.836708
036984_0023_bus05_12.wav.npy,music,-129.02719,1.2644435
037725_0014_tube02_12.wav.npy,music,104.36644,12.51581
037781_0002_restaurant03_12.wav.npy,music,121.178375,11.356004
038361_0027_busystreet02_12.wav.npy,music,-32.389057,6.392287
038363_0019_openairmarket05_12.wav.npy,music,-32.237404,14.288975
038399_0022_restaurant09_12.wav.npy,music,105.38472,17.315649
038833_0021_bus09_12.wav.npy,music,45.086334,-11.074388
038834_0028_park07_12.wav.npy,music,-35.588505,21.155548
039259_0003_bus08_12.wav.npy,music,-49.462536,47.751858
039259_0027_openairmarket02_12.wav.npy,music,-24.433105,71.88904
040139_0028_busystreet09_12.wav.npy,music,52.11897,-27.136892
040654_0011_tube01_12.wav.npy,music,-47.759655,21.30412
040844_0028_office02_12.wav.npy,music,85.43005,-49.77224
040938_0000_tube07_12.wav.npy,music,107.933586,-1.3343372
041310_0016_tubestation06_12.wav.npy,music,94.194176,10.998976
041812_0005_supermarket08_12.wav.npy,music,69.42596,-42.257618
042375_0022_bus05_12.wav.npy,music,-73.69943,35.601974
043521_0015_busystreet05_12.wav.npy,music,74.56525,15.638661
043586_0010_supermarket02_12.wav.npy,music,50.491745,12.635882
043596_0015_restaurant10_12.wav.npy,music,23.94436,10.63971
043608_0007_tubestation03_12.wav.npy,music,-33.965828,6.95048
043767_0006_tube05_12.wav.npy,music,72.876595,14.742916
043767_0009_tube08_12.wav.npy,music,80.55867,-0.9624089
043844_0000_park01_12.wav.npy,music,57.473316,10.156373
043886_0021_tubestation03_12.wav.npy,music,153.14917,0.090894304
044169_0019_quietstreet03_12.wav.npy,music,-80.65191,19.861528
044798_0013_openairmarket10_12.wav.npy,music,139.85811,8.6488495
045055_0006_supermarket04_12.wav.npy,music,63.239952,-1.4139019
045391_0011_bus03_12.wav.npy,music,10.253213,11.080658
045391_0012_bus04_12.wav.npy,music,54.51391,13.969722
045474_0022_park05_12.wav.npy,music,6.6396165,1.2091652
046159_0028_restaurant08_12.wav.npy,music,31.236792,29.183521
047100_0003_quietstreet10_12.wav.npy,music,67.256096,19.539742
047100_0023_supermarket10_12.wav.npy,music,139.79594,-1.3904818
047195_0020_bus08_12.wav.npy,music,66.23986,7.9908104
048763_0019_openairmarket04_12.wav.npy,music,101.76848,7.601354
049817_0002_restaurant05_12.wav.npy,music,136.90547,6.7137065
049857_0022_park07_12.wav.npy,music,23.071562,18.31515
050276_0005_tubestation02_12.wav.npy,music,44.47167,10.121847
051117_0003_bus07_12.wav.npy,music,-50.535145,-31.509369
051262_0006_supermarket02_12.wav.npy,music,-50.581802,-16.6777
051267_0028_quietstreet06_12.wav.npy,music,68.30662,2.4691355
052034_0005_busystreet02_12.wav.npy,music,10.988891,16.84102
052451_0001_openairmarket02_12.wav.npy,music,-28.158363,31.890533
052451_0005_openairmarket06_12.wav.npy,music,-133.44365,-9.148502
052646_0005_tube04_12.wav.npy,music,-3.1813765,7.325524
052649_0026_openairmarket06_12.wav.npy,music,-131.67696,-16.467642
052950_0016_supermarket04_12.wav.npy,music,57.457077,4.5381613
053300_0018_restaurant09_12.wav.npy,music,-10.575071,3.5070038
053457_0017_tubestation09_12.wav.npy,music,69.03835,23.773546
053496_0024_openairmarket07_12.wav.npy,music,55.415234,4.062252
053496_0026_openairmarket09_12.wav.npy,music,56.14602,17.480042
054365_0022_restaurant02_12.wav.npy,music,82.1667,-10.035116
054433_0011_tube02_12.wav.npy,music,-45.002365,-18.138403
054481_0006_restaurant10_12.wav.npy,music,41.242897,-8.3908825
054570_0004_office10_12.wav.npy,music,33.271107,51.101414
054942_0009_quietstreet02_12.wav.npy,music,110.30689,13.150444
055237_0020_quietstreet06_12.wav.npy,music,61.68535,20.199493
056247_0008_quietstreet04_12.wav.npy,music,-39.31042,-30.294724
056521_0012_busystreet10_12.wav.npy,music,-19.633589,-6.202687
056696_0020_quietstreet02_12.wav.npy,music,33.588608,-8.767788
056874_0004_office09_12.wav.npy,music,110.858696,13.688138
058474_0029_tube08_12.wav.npy,music,113.541084,-5.855792
058543_0018_openairmarket09_12.wav.npy,music,18.424168,1.8172876
058543_0030_quietstreet01_12.wav.npy,music,-3.2406752,-118.748825
059671_0014_tube10_12.wav.npy,music,75.379196,0.65500104
059677_0007_park05_12.wav.npy,music,139.92232,10.042692
060038_0006_restaurant01_12.wav.npy,music,57.857746,-16.01039
061491_0028_busystreet07_12.wav.npy,music,72.66112,-2.609892
062184_0016_tubestation01_12.wav.npy,music,87.604164,16.92866
062448_0003_supermarket01_12.wav.npy,music,112.19208,16.987745
063252_0004_quietstreet01_12.wav.npy,music,-44.004036,31.760798
063803_0014_tube05_12.wav.npy,music,10.8813925,0.2543281
063804_0007_bus09_12.wav.npy,music,77.32457,8.982213
064789_0013_busystreet01_12.wav.npy,music,-2.6854048,32.543278
064995_0024_bus08_12.wav.npy,music,32.054676,-18.495
065777_0023_office04_12.wav.npy,music,17.418987,5.37963
066187_0008_bus02_12.wav.npy,music,-45.057777,-10.116809
066394_0019_park04_12.wav.npy,music,82.96685,16.27897
066717_0009_tube02_12.wav.npy,music,53.44863,9.076663
067361_0012_openairmarket10_12.wav.npy,music,-0.3702053,24.075176
068582_0029_bus05_12.wav.npy,music,-65.88253,29.167112
068843_0004_bus04_12.wav.npy,music,18.672474,6.4312067
069206_0021_tubestation03_12.wav.npy,music,22.53377,12.277273
069745_0024_busystreet03_12.wav.npy,music,-6.3917174,21.34839
069764_0013_tubestation05_12.wav.npy,music,111.424,1.363768
069904_0029_tubestation07_12.wav.npy,music,135.63263,10.592002
070005_0019_park09_12.wav.npy,music,72.81338,67.06179
070005_0029_quietstreet09_12.wav.npy,music,65.36518,18.990507
071133_0008_tube06_12.wav.npy,music,49.52259,29.611912
071216_0022_restaurant02_12.wav.npy,music,95.95564,7.7087536
071225_0015_tube06_12.wav.npy,music,45.68604,-3.2776923
071506_0001_busystreet10_12.wav.npy,music,62.029797,25.505747
071516_0012_quietstreet05_12.wav.npy,music,-12.762783,12.571016
072064_0014_busystreet02_12.wav.npy,music,97.40043,-8.594184
072570_0016_restaurant09_12.wav.npy,music,22.298445,-26.308857
072605_0023_bus07_12.wav.npy,music,-50.21277,27.810179
073465_0025_tube01_12.wav.npy,music,-77.702576,-2.933227
073568_0001_park10_12.wav.npy,music,61.504517,-6.6045213
073778_0002_openairmarket07_12.wav.npy,music,23.73669,7.040657
073779_0012_supermarket08_12.wav.npy,music,-22.954308,-13.825757
073819_0004_bus01_12.wav.npy,music,-128.11372,15.161691
073819_0011_bus08_12.wav.npy,music,-106.1219,20.04088
073819_0015_busystreet02_12.wav.npy,music,-40.169548,7.489501
074392_0019_tubestation05_12.wav.npy,music,96.35109,-2.5726259
075230_0015_bus08_12.wav.npy,music,95.02955,7.303408
