feature_file,label,pc1,pc2
000200_0009_supermarket02_12.wav.npy,music,79.66691,41.435074
000695_0004_tube04_12.wav.npy,music,135.49312,-1.3912325
000709_0016_tube09_12.wav.npy,music,96.57049,3.9324625
000995_0010_supermarket06_12.wav.npy,music,171.39221,6.0371537
001069_0011_bus08_12.wav.npy,music,131.97408,2.1134787
001069_0025_office02_12.wav.npy,music,130.28746,24.2454
001197_0004_openairmarket02_12.wav.npy,music,-53.939205,52.388718
001666_0004_supermarket10_12.wav.npy,music,13.539159,21.78669
002012_0012_supermarket04_12.wav.npy,music,151.09311,-3.928486
002012_0023_tube05_12.wav.npy,music,146.7133,-3.5145855
003264_0015_restaurant10_12.wav.npy,music,-100.8594,20.00534
003535_0018_office08_12.wav.npy,music,-1.1723459,17.733696
003573_0016_quietstreet07_12.wav.npy,music,149.26648,15.561831
003624_0015_tube07_12.wav.npy,music,81.19079,10.337893
003778_0009_openairmarket06_12.wav.npy,music,21.055544,33.059746
003880_0023_tube01_12.wav.npy,music,-55.32923,54.115047
004074_0028_park01_12.wav.npy,music,56.364334,21.566868
004096_0021_tube09_12.wav.npy,music,62.90601,-29.225536
004101_0030_quietstreet10_12.wav.npy,music,26.47091,15.318777
004688_0021_openairmarket07_12.wav.npy,music,87.18463,0.5771014
006461_0020_park06_12.wav.npy,music,-39.627407,37.625538
007483_0028_openairmarket03_12.wav.npy,music,80.7368,1.6895236
007548_0009_restaurant09_12.wav.npy,music,167.14767,9.467572
007548_0020_supermarket10_12.wav.npy,music,179.96428,-3.4444168
010382_0000_restaurant10_12.wav.npy,music,11.062454,4.7558618
010443_0005_tubestation09_12.wav.npy,music,14.575039,20.283823
010535_0010_restaurant06_12.wav.npy,music,11.726501,6.96596
010696_0013_office04_12.wav.npy,music,139.24744,16.726318
010809_0009_busystreet03_12.wav.npy,music,106.11235,1.8504795
011198_0006_bus03_12.wav.npy,music,141.73007,-22.444408
011672_0023_openairmarket07_12.wav.npy,music,-7.6920114,-58.830402
011681_0020_tubestation06_12.wav.npy,music,98.05958,10.42511
011779_0008_park06_12.wav.npy,music,122.602,2.340027
011861_0004_office01_12.wav.npy,music,35.012928,28.66127
011867_0009_quietstreet07_12.wav.npy,music,25.897606,20.217127
012053_0010_busystreet10_12.wav.npy,music,-40.018604,36.967213
012352_0016_busystreet02_12.wav.npy,music,63.56817,9.732335
012355_0023_park10_12.wav.npy,music,-34.00128,-4.5190344
012489_0008_tubestation07_12.wav.npy,music,-21.280298,23.923086
012537_0023_bus05_12.wav.npy,music,-14.181546,16.173222
013928_0003_park03_12.wav.npy,music,65.86373,8.386127
014318_0014_tube05_12.wav.npy,music,-27.285269,-42.473408
014363_0018_tube02_12.wav.npy,music,-25.181677,-30.51177
014542_0025_quietstreet01_12.wav.npy,music,50.929577,50.710224
014739_0029_office07_12.wav.npy,music,39.479244,14.373554
017608_0013_tube03_12.wav.npy,music,44.08794,24.884516
018350_0004_tubestation08_12.wav.npy,music,-6.373939,10.897526
019674_0024_supermarket03_12.wav.npy,music,-10.848517,-10.7393
021085_0009_openairmarket07_12.wav.npy,music,96.13771,-17.447203
021995_0006_busystreet10_12.wav.npy,music,-16.822489,31.823666
022094_0000_restaurant09_12.wav.npy,music,66.2024,10.317952
022097_0006_bus06_12.wav.npy,music,5.6722264,29.54147
022150_0030_restaurant01_12.wav.npy,music,-30.131638,5.9079804
022475_0005_tubestation08_12.wav.npy,music,72.52936,-7.306015
022475_0017_bus10_12.wav.npy,music,128.77199,9.359193
023037_0014_openairmarket01_12.wav.npy,music,77.42464,15.607867
023172_0022_openairmarket02_12.wav.npy,music,104.37513,9.306628
024422_0005_bus01_12.wav.npy,music,-86.14141,24.130407
024427_0002_quietstreet10_12.wav.npy,music,-31.361822,-1.4908624
024427_0021_supermarket09_12.wav.npy,music,14.682285,-12.53833
024521_0017_tubestation09_12.wav.npy,music,-34.83667,9.552722
024901_0026_bus01_12.wav.npy,music,82.575066,8.985383
025215_0026_restaurant03_12.wav.npy,music,163.0511,7.899357
025215_0029_restaurant06_12.wav.npy,music,181.55186,-1.5209391
025378_0014_tube02_12.wav.npy,music,60.460594,-7.5606437
025608_0028_office07_12.wav.npy,music,144.1518,10.082572
026007_0004_office07_12.wav.npy,music,22.483704,5.146593
026464_0025_park01_12.wav.npy,music,85.99567,33.54104
027611_0025_quietstreet01_12.wav.npy,music,73.583824,9.815013
027805_0008_tubestation06_12.wav.npy,music,109.55709,16.595926
028484_0009_office01_12.wav.npy,music,105.8698,17.6792
028608_0017_tubestation01_12.wav.npy,music,38.939762,11.388546
029040_0018_quietstreet04_12.wav.npy,music,-8.68627,2.836534
029255_0027_tube07_12.wav.npy,music,142.36717,-47.143707
029742_0012_openairmarket04_12.wav.npy,music,31.670033,-2.3975642
030488_0007_openairmarket09_12.wav.npy,music,2.0690587,9.266723
032325_0020_tubestation03_12.wav.npy,music,119.415924,9.0827265
033064_0026_supermarket08_12.wav.npy,music,54.224396,15.248723
033069_0022_bus05_12.wav.npy,music,51.36076,-31.85432
033072_0025_openairmarket09_12.wav.npy,music,29.097416,10.918665
035571_0005_park06_12.wav.npy,music,59.11611,14.492311
036099_0015_tube07_12.wav.npy,music,-44.767387,28.639885
036272_0007_park01_12.wav.npy,music,-12.857445,-1.8297546
036560_0011_tubestation10_12.wav.npy,music,-84.63055,-1.150094
036984_0010_tubestation02_12.wav.npy,music,-27.181583,14.978542
036984_0023_bus05_12.wav.npy,music,-134.15826,1.8598772
037725_0014_tube02_12.wav.npy,music,106.859276,12.493564
037781_0002_restaurant03_12.wav.npy,music,118.08875,10.938879
038361_0027_busystreet02_12.wav.npy,music,-30.27722,8.418623
038363_0019_openairmarket05_12.wav.npy,music,-30.194662,17.695723
038399_0022_restaurant09_12.wav.npy,music,105.27992,18.509596
038833_0021_bus09_12.wav.npy,music,41.892845,-6.2862005
038834_0028_park07_12.wav.npy,music,-37.88622,24.26099
039259_0003_bus08_12.wav.npy,music,-51.500717,51.355156
039259_0027_openairmarket02_12.wav.npy,music,-26.588713,73.94302
040139_0028_busystreet09_12.wav.npy,music,44.22734,-23.375172
040654_0011_tube01_12.wav.npy,music,-47.031116,23.550697
040844_0028_office02_12.wav.npy,music,88.18303,-48.698154
040938_0000_tube07_12.wav.npy,music,100.6064,0.007232995
041310_0016_tubestation06_12.wav.npy,music,92.32388,11.927019
041812_0005_supermarket08_12.wav.npy,music,69.48365,-41.915016
042375_0022_bus05_12.wav.npy,music,-83.04446,40.4034
043521_0015_busystreet05_12.wav.npy,music,68.78844,18.87829
043586_0010_supermarket02_12.wav.npy,music,47.70567,15.368018
043596_0015_restaurant10_12.wav.npy,music,16.377747,13.844299
043608_0007_tubestation03_12.wav.npy,music,-27.962763,5.898643
043767_0006_tube05_12.wav.npy,music,69.125084,17.13797
043767_0009_tube08_12.wav.npy,music,77.531364,2.6143408
043844_0000_park01_12.wav.npy,music,56.345196,10.317279
043886_0021_tubestation03_12.wav.npy,music,153.00545,1.6627839
044169_0019_quietstreet03_12.wav.npy,music,-83.58883,25.267538
044798_0013_openairmarket10_12.wav.npy,music,136.2491,9.594865
045055_0006_supermarket04_12.wav.npy,music,61.56913,1.6149731
045391_0011_bus03_12.wav.npy,music,3.5170598,14.259824
045391_0012_bus04_12.wav.npy,music,49.595795,17.195293
045474_0022_park05_12.wav.npy,music,6.092264,4.277107
046159_0028_restaurant08_12.wav.npy,music,29.667511,31.298464
047100_0003_quietstreet10_12.wav.npy,music,58.483704,21.707258
047100_0023_supermarket10_12.wav.npy,music,138.52084,-1.4395071
047195_0020_bus08_12.wav.npy,music,65.50141,9.846508
048763_0019_openairmarket04_12.wav.npy,music,101.185776,10.17118
049817_0002_restaurant05_12.wav.npy,music,134.6284,7.0669675
049857_0022_park07_12.wav.npy,music,20.710745,20.542976
050276_0005_tubestation02_12.wav.npy,music,41.775997,10.066298
051117_0003_bus07_12.wav.npy,music,-56.385254,-30.146532
051262_0006_supermarket02_12.wav.npy,music,-51.989872,-14.418897
051267_0028_quietstreet06_12.wav.npy,music,58.76329,6.428432
052034_0005_busystreet02_12.wav.npy,music,8.656623,19.000723
052451_0001_openairmarket02_12.wav.npy,music,-32.93635,36.70962
052451_0005_openairmarket06_12.wav.npy,music,-141.54286,-7.781749
052646_0005_tube04_12.wav.npy,music,0.51918626,7.0692635
052649_0026_openairmarket06_12.wav.npy,music,-133.20546,-16.881516
052950_0016_supermarket04_12.wav.npy,music,55.552933,6.8794036
053300_0018_restaurant09_12.wav.npy,music,-11.763171,4.3882365
053457_0017_tubestation09_12.wav.npy,music,70.18926,21.784515
053496_0024_openairmarket07_12.wav.npy,music,56.822216,2.628677
053496_0026_openairmarket09_12.wav.npy,music,58.218304,18.523537
054365_0022_restaurant02_12.wav.npy,music,80.424355,-6.5393114
054433_0011_tube02_12.wav.npy,music,-39.41025,-18.694067
054481_0006_restaurant10_12.wav.npy,music,40.166496,-6.0965843
054570_0004_office10_12.wav.npy,music,29.546389,54.28105
054942_0009_quietstreet02_12.wav.npy,music,107.22377,15.280231
