feature_file,label,pc1,pc2
000200_0009_supermarket02_12.wav.npy,music,-104.28465,48.778114
000695_0004_tube04_12.wav.npy,music,-180.10437,-2.2254553
000709_0016_tube09_12.wav.npy,music,-125.395134,3.3051023
000995_0010_supermarket06_12.wav.npy,music,-210.06268,8.615765
001069_0011_bus08_12.wav.npy,music,-173.33064,2.6981502
001069_0025_office02_12.wav.npy,music,-160.47244,34.966557
001197_0004_openairmarket02_12.wav.npy,music,59.129944,53.761898
001666_0004_supermarket10_12.wav.npy,music,-33.133644,20.33108
002012_0012_supermarket04_12.wav.npy,music,-188.95978,-6.7257323
002012_0023_tube05_12.wav.npy,music,-186.79842,-4.982171
003264_0015_restaurant10_12.wav.npy,music,123.03891,21.931847
003535_0018_office08_12.wav.npy,music,-13.147767,20.68536
003573_0016_quietstreet07_12.wav.npy,music,-180.44202,19.553658
003624_0015_tube07_12.wav.npy,music,-96.963425,9.971079
003778_0009_openairmarket06_12.wav.npy,music,-25.848778,38.83475
003880_0023_tube01_12.wav.npy,music,56.960026,74.805305
004074_0028_park01_12.wav.npy,music,-75.834885,23.47866
004096_0021_tube09_12.wav.npy,music,-75.177895,-40.703247
004101_0030_quietstreet10_12.wav.npy,music,-33.294437,9.800919
004688_0021_openairmarket07_12.wav.npy,music,-105.93838,2.150437
006461_0020_park06_12.wav.npy,music,33.043613,42.655464
007483_0028_openairmarket03_12.wav.npy,music,-101.685295,-0.58737874
007548_0009_restaurant09_12.wav.npy,music,-210.1777,11.253328
007548_0020_supermarket10_12.wav.npy,music,-221.56131,-2.9159467
010382_0000_restaurant10_12.wav.npy,music,-50.562008,4.898592
010443_0005_tubestation09_12.wav.npy,music,-28.95783,15.196028
010535_0010_restaurant06_12.wav.npy,music,-17.86302,0.7762141
010696_0013_office04_12.wav.npy,music,-166.20526,17.632164
010809_0009_busystreet03_12.wav.npy,music,-124.42517,5.562698
011198_0006_bus03_12.wav.npy,music,-174.10994,-21.370863
011672_0023_openairmarket07_12.wav.npy,music,10.175051,-78.72212
011681_0020_tubestation06_12.wav.npy,music,-139.72287,5.148556
011779_0008_park06_12.wav.npy,music,-149.24109,9.05061
011861_0004_office01_12.wav.npy,music,-41.579605,30.548544
011867_0009_quietstreet07_12.wav.npy,music,-31.443386,20.951397
012053_0010_busystreet10_12.wav.npy,music,38.136272,38.820393
012352_0016_busystreet02_12.wav.npy,music,-83.39249,5.557233
012355_0023_park10_12.wav.npy,music,27.31894,-12.241408
012489_0008_tubestation07_12.wav.npy,music,24.548098,23.122862
012537_0023_bus05_12.wav.npy,music,10.295502,10.925313
013928_0003_park03_12.wav.npy,music,-79.22083,5.726526
014318_0014_tube05_12.wav.npy,music,23.326458,-53.58123
014363_0018_tube02_12.wav.npy,music,48.955826,-34.93926
014542_0025_quietstreet01_12.wav.npy,music,-66.134224,56.85972
014739_0029_office07_12.wav.npy,music,-58.129097,7.2769766
017608_0013_tube03_12.wav.npy,music,-59.539227,25.150251
018350_0004_tubestation08_12.wav.npy,music,8.390939,8.018478
019674_0024_supermarket03_12.wav.npy,music,6.85519,-18.222672
021085_0009_openairmarket07_12.wav.npy,music,-111.38964,-22.05579
021995_0006_busystreet10_12.wav.npy,music,18.59534,35.282227
022094_0000_restaurant09_12.wav.npy,music,-76.521996,14.869541
022097_0006_bus06_12.wav.npy,music,-29.590822,25.767385
022150_0030_restaurant01_12.wav.npy,music,30.776812,-3.8628144
022475_0005_tubestation08_12.wav.npy,music,-96.99536,-12.712416
022475_0017_bus10_12.wav.npy,music,-156.31073,18.659225
023037_0014_openairmarket01_12.wav.npy,music,-107.6637,19.129416
023172_0022_openairmarket02_12.wav.npy,music,-140.74588,5.759331
024422_0005_bus01_12.wav.npy,music,124.81896,34.596466
024427_0002_quietstreet10_12.wav.npy,music,40.533535,-4.218017
024427_0021_supermarket09_12.wav.npy,music,-1.0931499,-14.9337635
024521_0017_tubestation09_12.wav.npy,music,25.857695,11.890924
024901_0026_bus01_12.wav.npy,music,-113.53534,8.737926
025215_0026_restaurant03_12.wav.npy,music,-201.73991,11.588876
025215_0029_restaurant06_12.wav.npy,music,-218.81288,1.5031625
025378_0014_tube02_12.wav.npy,music,-84.60954,-11.289643
025608_0028_office07_12.wav.npy,music,-163.01271,15.487882
026007_0004_office07_12.wav.npy,music,-27.37491,1.067317
026464_0025_park01_12.wav.npy,music,-118.76812,36.42992
027611_0025_quietstreet01_12.wav.npy,music,-75.91977,17.732388
027805_0008_tubestation06_12.wav.npy,music,-154.54283,17.393349
028484_0009_office01_12.wav.npy,music,-134.35924,17.39383
028608_0017_tubestation01_12.wav.npy,music,-48.73711,9.065883
029040_0018_quietstreet04_12.wav.npy,music,-26.459063,1.4260474
029255_0027_tube07_12.wav.npy,music,-178.93556,-54.59204
029742_0012_openairmarket04_12.wav.npy,music,-36.301178,-4.751934
030488_0007_openairmarket09_12.wav.npy,music,-2.7558184,4.2291107
032325_0020_tubestation03_12.wav.npy,music,-152.47067,8.815045
033064_0026_supermarket08_12.wav.npy,music,-63.435265,24.070091
033069_0022_bus05_12.wav.npy,music,-69.09776,-43.69998
