feature_file,label,pc1,pc2
000200_0009_supermarket02_12.wav.npy,music,-172.82315,69.59411
000695_0004_tube04_12.wav.npy,music,-267.86948,-12.752128
000709_0016_tube09_12.wav.npy,music,-186.64772,0.4115118
000995_0010_supermarket06_12.wav.npy,music,-374.80215,8.56009
001069_0011_bus08_12.wav.npy,music,-288.99368,0.8023448
001069_0025_office02_12.wav.npy,music,-227.40523,60.109875
001197_0004_openairmarket02_12.wav.npy,music,80.90533,91.6622
001666_0004_supermarket10_12.wav.npy,music,-44.638912,33.58792
002012_0012_supermarket04_12.wav.npy,music,-326.63992,-10.799813
002012_0023_tube05_12.wav.npy,music,-322.02945,-12.077002
003264_0015_restaurant10_12.wav.npy,music,183.5841,30.498184
003535_0018_office08_12.wav.npy,music,-4.8609753,5.7593327
003573_0016_quietstreet07_12.wav.npy,music,-298.97522,19.575237
003624_0015_tube07_12.wav.npy,music,-151.90068,13.513168
003778_0009_openairmarket06_12.wav.npy,music,-18.318289,44.209694
003880_0023_tube01_12.wav.npy,music,132.79306,91.754745
004074_0028_park01_12.wav.npy,music,-120.2737,29.988253
004096_0021_tube09_12.wav.npy,music,-109.3073,-59.1588
004101_0030_quietstreet10_12.wav.npy,music,-62.590515,13.716397
004688_0021_openairmarket07_12.wav.npy,music,-173.92,1.10215
006461_0020_park06_12.wav.npy,music,52.549217,61.46802
007483_0028_openairmarket03_12.wav.npy,music,-145.1427,-4.8566236
007548_0009_restaurant09_12.wav.npy,music,-367.0162,9.066936
007548_0020_supermarket10_12.wav.npy,music,-386.23264,-9.591066
010382_0000_restaurant10_12.wav.npy,music,-97.26296,3.8017395
010443_0005_tubestation09_12.wav.npy,music,-52.88658,21.048803
010535_0010_restaurant06_12.wav.npy,music,-28.626173,2.0044305
010696_0013_office04_12.wav.npy,music,-282.36957,20.259077
010809_0009_busystreet03_12.wav.npy,music,-199.66057,7.8548794
011198_0006_bus03_12.wav.npy,music,-253.94862,-41.87371
011672_0023_openairmarket07_12.wav.npy,music,23.250216,-112.99921
011681_0020_tubestation06_12.wav.npy,music,-218.5301,18.266558
011779_0008_park06_12.wav.npy,music,-229.9965,7.3356404
011861_0004_office01_12.wav.npy,music,-53.669743,48.664043
011867_0009_quietstreet07_12.wav.npy,music,-38.8089,38.453526
012053_0010_busystreet10_12.wav.npy,music,33.86855,58.105225
012352_0016_busystreet02_12.wav.npy,music,-140.68848,1.6833352
012355_0023_park10_12.wav.npy,music,40.58696,-47.11488
012489_0008_tubestation07_12.wav.npy,music,25.310862,31.81799
012537_0023_bus05_12.wav.npy,music,28.55223,14.764473
013928_0003_park03_12.wav.npy,music,-116.018265,8.676317
014318_0014_tube05_12.wav.npy,music,46.774864,-71.29615
014363_0018_tube02_12.wav.npy,music,98.40968,-50.624973
014542_0025_quietstreet01_12.wav.npy,music,-108.24495,103.82606
014739_0029_office07_12.wav.npy,music,-101.61572,7.671281
017608_0013_tube03_12.wav.npy,music,-64.389366,36.359383
018350_0004_tubestation08_12.wav.npy,music,4.727419,4.2050114
019674_0024_supermarket03_12.wav.npy,music,40.06161,-36.795883
021085_0009_openairmarket07_12.wav.npy,music,-161.762,-34.06744
021995_0006_busystreet10_12.wav.npy,music,12.016977,64.597015
022094_0000_restaurant09_12.wav.npy,music,-95.51048,8.2953
022097_0006_bus06_12.wav.npy,music,-52.842796,47.362152
022150_0030_restaurant01_12.wav.npy,music,43.84971,-12.191829
022475_0005_tubestation08_12.wav.npy,music,-156.35344,-29.833702
022475_0017_bus10_12.wav.npy,music,-205.65225,14.711589
023037_0014_openairmarket01_12.wav.npy,music,-171.31596,26.500553
023172_0022_openairmarket02_12.wav.npy,music,-208.5526,9.00898
024422_0005_bus01_12.wav.npy,music,211.2514,60.23516
024427_0002_quietstreet10_12.wav.npy,music,77.77089,-3.4392655
024427_0021_supermarket09_12.wav.npy,music,14.70253,-23.40546
024521_0017_tubestation09_12.wav.npy,music,38.206444,30.707544
024901_0026_bus01_12.wav.npy,music,-202.53006,4.3302817
025215_0026_restaurant03_12.wav.npy,music,-309.66302,5.4040527
025215_0029_restaurant06_12.wav.npy,music,-342.23694,-18.563396
025378_0014_tube02_12.wav.npy,music,-120.286,-26.52561
025608_0028_office07_12.wav.npy,music,-234.2757,24.67181
026007_0004_office07_12.wav.npy,music,-42.697693,-0.78713095
026464_0025_park01_12.wav.npy,music,-186.27736,56.43521
027611_0025_quietstreet01_12.wav.npy,music,-89.51576,24.410654
027805_0008_tubestation06_12.wav.npy,music,-235.11519,24.947908
028484_0009_office01_12.wav.npy,music,-229.20625,26.081568
028608_0017_tubestation01_12.wav.npy,music,-72.66541,-6.1799917
029040_0018_quietstreet04_12.wav.npy,music,-37.963963,0.5341294
029255_0027_tube07_12.wav.npy,music,-301.93552,-108.99121
029742_0012_openairmarket04_12.wav.npy,music,-48.282307,-14.526757
030488_0007_openairmarket09_12.wav.npy,music,-7.6360807,3.4021196
032325_0020_tubestation03_12.wav.npy,music,-239.91248,-1.8713056
033064_0026_supermarket08_12.wav.npy,music,-78.94185,44.63815
033069_0022_bus05_12.wav.npy,music,-67.353325,-75.35401
033072_0025_openairmarket09_12.wav.npy,music,-77.65931,8.164175
035571_0005_park06_12.wav.npy,music,-137.3782,8.888923
036099_0015_tube07_12.wav.npy,music,123.64685,60.36227
036272_0007_park01_12.wav.npy,music,-4.0348425,-31.86055
036560_0011_tubestation10_12.wav.npy,music,147.08572,-16.148026
036984_0010_tubestation02_12.wav.npy,music,38.233234,10.651431
036984_0023_bus05_12.wav.npy,music,288.7897,3.324747
037725_0014_tube02_12.wav.npy,music,-197.1362,19.85036
037781_0002_restaurant03_12.wav.npy,music,-236.64944,18.675795
038361_0027_busystreet02_12.wav.npy,music,40.25395,7.0003185
038363_0019_openairmarket05_12.wav.npy,music,61.09195,29.797005
038399_0022_restaurant09_12.wav.npy,music,-199.83537,27.493319
038833_0021_bus09_12.wav.npy,music,-76.02973,-35.140438
038834_0028_park07_12.wav.npy,music,46.227367,32.009007
039259_0003_bus08_12.wav.npy,music,60.49819,80.58783
039259_0027_openairmarket02_12.wav.npy,music,38.984108,118.22287
